,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,0.0,47.80016666666667,17.617833333333333,11.880333333333335,32.748666666666665,25.176333333333332,26.595000000000002,22.37,7.289666666666666,44.285666666666664,18.940833333333334,37.399499999999996,34.27133333333334,36.3625,7.168666666666667,34.92716666666667,17.701666666666664,27.763666666666666,27.252,12.764333333333333,25.741833333333332
2,46.239000000000004,0.0,48.67433333333334,39.632,22.266833333333334,26.776,23.683,39.789,43.05916666666667,4.846166666666666,32.781,14.550166666666666,28.4015,21.421499999999998,44.455000000000005,31.166999999999998,42.32066666666666,36.32833333333333,40.861999999999995,39.910333333333334,28.795666666666666
3,21.070333333333334,59.43833333333334,0.0,23.705166666666667,46.075500000000005,38.503,38.23316666666666,35.69666666666667,27.053,55.92383333333333,32.26766666666666,49.037666666666674,49.815000000000005,49.2725,27.305666666666664,50.47083333333333,32.35483333333333,43.4105,37.14566666666666,23.73,39.068666666666665
4,11.334333333333332,42.83633333333333,14.364666666666666,0.0,27.78483333333333,20.212333333333333,21.631166666666665,17.406,10.956,39.32166666666667,13.976833333333333,32.43566666666667,31.524333333333335,31.398666666666667,12.351833333333333,32.180166666666665,14.064166666666667,25.119833333333336,22.288,5.7355,20.778000000000002
5,26.464833333333335,22.039166666666667,32.268,19.857666666666667,0.0,7.001833333333334,9.0375,20.014666666666667,23.285,19.988833333333332,13.794,10.239333333333333,14.010666666666667,6.4315,24.680833333333332,14.666500000000001,22.546499999999998,16.554166666666667,28.315166666666666,20.136166666666668,11.872666666666667
6,20.834333333333333,30.493833333333335,26.6375,14.227333333333332,11.721666666666666,0.0,8.686166666666667,14.384333333333332,17.6545,27.4165,8.551333333333334,18.089166666666664,15.364166666666668,15.356666666666666,19.050333333333334,16.02,16.916,11.967666666666666,24.447,14.505666666666666,9.3985
7,27.107000000000003,24.05,30.908166666666666,20.5,13.4485,10.027,0.0,19.524166666666666,23.92716666666667,20.53533333333333,11.316166666666668,14.172166666666667,18.691166666666668,14.406833333333333,25.323,19.346999999999998,23.188666666666666,19.53666666666667,25.194333333333336,20.778333333333332,7.241833333333333
8,21.224333333333334,40.398,27.0275,14.617333333333333,23.770333333333333,16.19783333333333,18.1125,0.0,18.044500000000003,36.883500000000005,9.9625,30.466,26.022333333333332,27.7335,19.440333333333335,26.678166666666666,17.305999999999997,19.514666666666667,24.837,14.895666666666667,16.7635
9,6.664666666666666,44.352333333333334,22.785,10.6265,30.3705,22.962833333333332,23.147166666666667,18.740833333333335,0.0,40.837833333333336,17.02466666666667,33.95166666666667,29.863999999999997,32.914833333333334,2.7613333333333334,30.519833333333334,13.294333333333332,23.356333333333335,23.804166666666667,10.652999999999999,22.75183333333333
10,44.963499999999996,4.826333333333333,45.17816666666667,38.3565,21.011833333333335,25.521,20.187,37.582,41.78366666666667,0.0,29.374000000000002,11.124833333333333,26.865833333333335,19.279666666666667,43.1795,29.631166666666665,40.39383333333333,35.07333333333334,37.366,38.1445,25.299666666666667
11,15.790833333333333,35.358,21.594,9.183833333333332,18.72283333333333,10.1885,13.0725,9.340666666666667,12.610999999999999,31.8435,0.0,24.456500000000002,22.46833333333333,21.724,14.006833333333333,23.124000000000002,11.8725,17.570333333333334,19.4035,9.462166666666667,11.7235
12,35.1015,14.866000000000001,38.452999999999996,28.494500000000002,11.129333333333333,15.638499999999999,14.297833333333333,28.651333333333334,31.921666666666667,12.210833333333333,21.0665,0.0,16.983333333333334,9.397333333333334,33.3175,19.748833333333334,31.18316666666667,25.190833333333334,32.739333333333335,28.77283333333333,18.811
