,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,0.0,32.99468,10.70341,7.49304,20.94788,17.03898,21.098689999999998,13.71208,4.3288400000000005,30.68413,13.626809999999999,26.29547,22.494220000000002,25.9946,4.2693,22.43037,12.12922,17.730130000000003,19.64189,7.7345299999999995,17.68607
2,33.54128,0.0,34.077589999999994,29.96221,13.8393,19.162560000000003,14.1404,24.18994,32.07461,2.57734,22.36545,6.42342,20.406650000000003,15.27177,33.00608999999999,22.06231,31.40386,24.54814,21.018330000000002,29.680709999999998,16.57018
3,13.89737,38.87566,0.0,15.75921,32.09332,28.18441,26.97966,24.85752,17.62545,36.5651,24.77224,32.17644,36.074940000000005,34.69015,17.99227,36.01108,25.70933,31.80116,23.49698,16.040969999999998,28.8315
4,5.4979499999999994,29.423509999999997,10.6141,0.0,17.37671,13.467799999999999,17.52751,10.14091,7.05413,27.112959999999998,10.055639999999999,22.7243,21.358330000000002,22.423419999999997,7.985609999999999,21.29447,10.992719999999998,17.08455,16.070719999999998,3.04793,14.114889999999999
5,20.63468,15.059280000000001,27.622580000000003,17.05561,0.0,6.25596,8.534049999999999,11.28334,19.168,9.55911,10.94059,4.87167,11.70589,2.70223,20.09948,11.642040000000001,18.497259999999997,11.64154,21.03658,16.77411,8.91282
6,14.72879,16.64572,21.71669,11.14973,6.7846400000000004,0.0,5.9581599999999995,5.37745,13.262120000000001,16.35399,4.49017,10.50116,10.77054,9.857790000000001,14.1936,10.70669,12.591370000000001,6.46282,16.13499,10.868219999999999,4.70233
7,19.64218,13.82007,22.640439999999998,16.06311,9.37638,5.86301,0.0,10.80238,18.1755,11.50952,7.03279,7.21231,14.229610000000001,9.72602,19.10698,14.16576,17.504759999999997,10.94968,12.59401,15.78161,3.25835
8,13.9134,23.33412,20.9013,10.33433,11.01378,7.1048800000000005,9.73291,0.0,12.446729999999999,21.02356,3.69271,15.74608,14.245,15.10272,13.37821,14.18114,11.775979999999999,9.4809,15.319600000000001,10.05283,7.75197
9,3.98173,30.238,17.75012,7.09699,20.042810000000003,16.47411,18.342,9.57361,0.0,27.92745,11.6935,23.538790000000002,19.40729,23.23791,1.18237,19.343439999999998,9.042290000000001,14.64319,16.88521,6.90165,14.73779
10,29.43834,2.48869,31.83778,25.859270000000002,10.42641,15.74967,11.9006,21.87439,27.97166,0.0,18.10481,5.15588,17.31394,10.67167,28.90314,18.9696,27.16479,21.13525,18.77852,23.0929,14.33037
11,12.60938,22.10055,19.597279999999998,9.03032,9.76828,5.19491,8.49934,3.25804,11.14271,19.789990000000003,0.0,13.836110000000001,13.75557,13.19275,12.07419,13.691709999999999,10.47196,10.09114,14.01558,8.748809999999999,6.5184
12,25.35051,6.75979,27.66342,21.77144,5.64853,10.97179,7.97107,15.99917,23.883830000000003,5.30267,13.2998,0.0,12.53607,5.893800000000001,24.81531,14.19172,23.21309,16.35737,17.61699,21.489939999999997,10.309389999999999
13,26.37052,20.65564,33.358419999999995,22.79146,8.610940000000001,11.99181,13.999229999999999,14.52133,24.90385,16.243389999999998,16.40577,12.24476,0.0,8.10348,25.835330000000003,3.05395,24.23311,13.20774,26.501759999999997,22.50995,14.378
14,22.55025,15.57643,29.53815,18.97119,2.8482800000000004,8.17154,10.449629999999999,13.19891,21.08358,11.164190000000001,12.85616,5.58743,8.0079,0.0,22.015060000000002,9.66356,20.412830000000003,13.557120000000001,22.95216,18.68968,10.8284
15,4.43579,29.35767,17.25048,6.59734,19.162490000000002,15.59378,17.46168,8.693290000000001,1.38464,27.04712,10.813180000000001,22.658459999999998,18.526970000000002,22.357590000000002,0.0,18.46311,8.16197,13.762870000000001,16.00488,6.402010000000001,13.85747
16,26.29279,22.22624,33.280699999999996,22.713729999999998,9.230030000000001,11.91408,13.9215,14.443610000000001,24.82612,17.814,16.32804,13.815370000000001,2.4804299999999997,8.45883,25.7576,0.0,24.15538,13.13001,26.42404,22.43223,14.300270000000001
17,10.42563,29.50963,22.36339,11.79643,19.31445,15.74574,17.61364,9.220120000000001,8.49962,27.199080000000002,10.96514,22.810419999999997,18.96411,22.50955,8.27527,18.90025,0.0,14.20001,16.15684,11.51492,14.29461
18,20.30762,24.20888,27.29552,16.72856,9.844790000000001,5.31797,9.83233,9.348139999999999,18.84095,20.22816,10.08693,14.35693,11.02872,12.0752,14.555909999999999,10.96486,15.05407,0.0,21.71382,16.44705,10.21109
19,19.15023,21.58739,18.32197,11.960959999999998,20.54798,15.975959999999999,12.86498,15.36294,16.19825,19.27684,13.7653,18.06177,25.40121,20.575470000000003,17.12973,25.33736,15.39138,21.48321,0.0,10.52901,11.30134
20,12.07629,25.32103,11.24803,4.887020000000001,16.26236,12.69365,13.425030000000001,10.20635,9.147770000000001,23.01048,10.12108,18.62182,22.78797,21.13552,10.07925,22.72411,11.05817,17.15,10.12327,0.0,12.52101
21,17.153380000000002,15.74402,20.79985,13.574309999999999,8.82328,5.3099,2.14281,8.31358,15.68671,13.43347,4.544,9.096549999999999,13.67651,11.44108,16.61819,13.61265,15.01596,10.39657,11.68191,13.29281,0.0
