,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,27.193810000000003,16.989720000000002,12.366959999999999,26.70423,22.637439999999998,19.6539,25.02178,23.89347,30.672900000000002,33.86282,33.48827,15.865549999999999,21.6602,10.36095,26.79176,33.91229,26.60805,19.8704,20.93258,13.1411,27.835099999999997,24.40723,11.33986,30.86527
1,30.95669,0.0,14.28631,19.441860000000002,1.13344,12.49779,11.316799999999999,17.807650000000002,13.75382,7.51478,7.39021,10.33015,25.81129,8.2964,20.3067,1.2927899999999999,7.43968,4.4865200000000005,9.841809999999999,14.97423,23.08685,21.67586,5.3788599999999995,21.285610000000002,4.89257
2,18.33991,12.69384,0.0,6.82509,12.20426,14.297049999999999,7.43349,9.224440000000001,15.553090000000001,15.45657,19.36286,18.271939999999997,13.19452,6.4438699999999995,7.68992,12.29179,19.41232,11.39171,8.77623,5.5986,10.47008,12.804680000000001,9.90726,8.66883,15.805819999999999
3,13.76183,15.97348,5.7693900000000005,0.0,15.4839,11.417110000000001,8.43357,13.80145,12.67314,19.45257,22.642490000000002,22.26794,8.61644,10.43987,3.11184,15.57143,22.691959999999998,15.38772,8.65007,9.71226,5.892,16.61477,13.1869,4.09076,19.64494
4,29.945490000000003,1.04766,13.27511,18.43066,0.0,11.48659,10.3056,16.80709,12.74262,7.89596,8.31609,10.711319999999999,24.80009,7.2852,19.2955,1.24503,8.36556,4.16797,8.8306,13.97368,22.075650000000003,20.67531,4.3783,20.27441,5.27375
5,21.94571,13.22073,17.2938,18.40509,12.73115,0.0,7.83227,23.52435,1.54377,7.16866,19.889740000000003,9.55946,23.25102,14.20276,19.26992,12.81868,16.51343,10.38292,7.60513,19.43515,22.05008,26.33767,13.701889999999999,20.24883,14.79702
6,23.08325,10.256549999999999,9.13715,11.568430000000001,9.76698,7.16743,0.0,16.68768,8.423459999999999,9.43627,16.91186,14.71967,16.414360000000002,6.27051,12.43326,9.85451,16.96133,7.83945,2.2229099999999997,12.59849,15.21341,19.501,9.679440000000001,13.41217,12.253549999999999
7,27.20817,18.26351,8.92567,12.42921,17.77394,24.8929,17.39727,0.0,26.14893,24.55718,24.93253,27.37255,13.52378,14.98297,16.55818,17.86147,24.982,23.082639999999998,18.740009999999998,4.94394,15.39984,6.7357700000000005,15.47693,17.53709,21.93497
8,22.32094,13.641860000000001,17.71493,18.78032,13.152280000000001,1.54422,8.2075,23.89958,0.0,7.58979,20.31088,9.98059,23.62625,14.28514,19.64515,13.23981,16.93456,10.80405,7.980359999999999,19.810380000000002,22.42531,26.7129,13.78428,20.62406,15.21815
9,30.704069999999998,9.64057,16.319399999999998,19.18925,9.720040000000001,6.90961,11.262360000000001,24.3085,7.13424,0.0,13.79047,5.82942,24.03518,12.889610000000001,20.054080000000003,10.46185,11.7565,6.13036,9.9685,20.21931,22.834229999999998,27.12182,12.38875,21.03299,7.688359999999999
